Data_type,Region,Subnational,Frequency,Unit,Source,Status,Series ID,SR Code,Trade Code,Mnemonic,Function Description,First Obs. Date,Last Obs. Date,Last Update Time,Series remarks,Suggestions,Mean,Variance,Standard Deviation,Skewness,Kurtosis,Coefficient Variation,Min,Max,Median,No. of Obs,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
CN: Local Government Debt Outstanding: Special: Anhui: Wuhu,China,Wuhu,"Annual, ending ""Dec"" of each year",RMB mn,Wuhu Municipal Bureau of Statistics,Active,477097717 (CFBDHD),SR163601937,,,,2019,2021,18/08/2022,,,44337.703,65279297.283,8079.560,-0.195,,0.182,36088.790,52236.530,44687.790,3,,,,,,,,,,,,,,,,,,,,,36088.790,44687.790,52236.530,
CN: Local Government Debt Outstanding: Special: Anhui: Bengbu,China,Bengbu,"Annual, ending ""Dec"" of each year",RMB mn,Bengbu Municipal Bureau of Statistics,Active,477097727 (CFBDHE),SR163601947,,,,2019,2021,18/08/2022,,,29669.077,94294232.876,9710.522,-0.003,,0.327,19955.180,39376.220,29675.830,3,,,,,,,,,,,,,,,,,,,,,19955.180,29675.830,39376.220,
CN: Local Government Debt Outstanding: Special: Anhui: Huainan,China,Huainan,"Annual, ending ""Dec"" of each year",RMB mn,Huainan Municipal Bureau of Statistics,Active,477097737 (CFBDHF),SR163601957,,,,2019,2021,18/08/2022,,,18549.997,22348267.071,4727.395,0.175,,0.255,13917.360,23366.770,18365.860,3,,,,,,,,,,,,,,,,,,,,,13917.360,18365.860,23366.770,
CN: Local Government Debt Outstanding: Special: Anhui: Maanshan,China,Maanshan,"Annual, ending ""Dec"" of each year",RMB mn,Maanshan Municipal Bureau of Statistics,Active,477097747 (CFBDHG),SR163601967,,,,2019,2021,18/08/2022,,,25428.283,117365379.820,10833.530,1.311,,0.426,16802.290,37587.270,21895.290,3,,,,,,,,,,,,,,,,,,,,,16802.290,21895.290,37587.270,
CN: Local Government Debt Outstanding: Special: Anhui: Huaibei,China,Huaibei,"Annual, ending ""Dec"" of each year",RMB mn,Huaibei Municipal Bureau of Statistics,Active,477097757 (CFBDHH),SR163601977,,,,2019,2021,18/08/2022,,,8582.857,10421129.744,3228.177,0.369,,0.376,5496.250,11936.070,8316.250,3,,,,,,,,,,,,,,,,,,,,,5496.250,8316.250,11936.070,
CN: Local Government Debt Outstanding: Special: Anhui: Tongling,China,Tongling,"Annual, ending ""Dec"" of each year",RMB mn,Tongling Municipal Bureau of Statistics,Active,477097767 (CFBDHI),SR163601987,,,,2019,2021,18/08/2022,,,22084.577,8285905.886,2878.525,0.284,,0.130,19301.560,25049.940,21902.230,3,,,,,,,,,,,,,,,,,,,,,19301.560,21902.230,25049.940,
CN: Local Government Debt Outstanding: Special: Anhui: Anqing,China,Anqing,"Annual, ending ""Dec"" of each year",RMB mn,Anqing Municipal Bureau of Statistics,Active,477097777 (CFBDHJ),SR163601997,,,,2019,2021,18/08/2022,,,35735.010,89164054.623,9442.672,-0.130,,0.264,26158.870,45038.300,36007.860,3,,,,,,,,,,,,,,,,,,,,,26158.870,36007.860,45038.300,
CN: Local Government Debt Outstanding: Special: Anhui: Huangshan,China,Huangshan,"Annual, ending ""Dec"" of each year",RMB mn,Huangshan Municipal Bureau of Statistics,Active,477097787 (CFBDHK),SR163602007,,,,2019,2021,18/08/2022,,,13728.313,22507962.778,4744.256,0.447,,0.346,9239.830,18692.500,13252.610,3,,,,,,,,,,,,,,,,,,,,,9239.830,13252.610,18692.500,
CN: Local Government Debt Outstanding: Special: Anhui: Chuzhou,China,Chuzhou,"Annual, ending ""Dec"" of each year",RMB mn,Chuzhou Municipal Bureau of Statistics,Active,477097797 (CFBDHL),SR163602017,,,,2019,2021,18/08/2022,,,48899.443,227761649.955,15091.774,-0.388,,0.309,33195.090,63293.150,50210.090,3,,,,,,,,,,,,,,,,,,,,,33195.090,50210.090,63293.150,
CN: Local Government Debt Outstanding: Special: Anhui: Fuyang,China,Fuyang,"Annual, ending ""Dec"" of each year",RMB mn,Fuyang Municipal Bureau of Statistics,Active,477097807 (CFBDHM),SR163602027,,,,2019,2021,18/08/2022,,,89593.547,253789684.993,15930.778,-0.103,,0.178,73482.800,105338.040,89959.800,3,,,,,,,,,,,,,,,,,,,,,73482.800,89959.800,105338.040,
CN: Local Government Debt Outstanding: Special: Anhui: Suzhou,China,Suzhou,"Annual, ending ""Dec"" of each year",RMB mn,Su zhou Municipal Bureau of Statistics,Active,477097817 (CFBDHN),SR163602037,,,,2019,2021,18/08/2022,,,36717.660,80129419.187,8951.504,0.079,,0.244,27845.340,45746.300,36561.340,3,,,,,,,,,,,,,,,,,,,,,27845.340,36561.340,45746.300,
CN: Local Government Debt Outstanding: Special: Anhui: Lu'an,China,Lu'an,"Annual, ending ""Dec"" of each year",RMB mn,Lu'an Municipal Bureau of Statistics,Active,477097827 (CFBDHO),SR163602047,,,,2019,2021,18/08/2022,,,47710.693,119338195.596,10924.202,0.118,,0.229,36932.010,58774.820,47425.250,3,,,,,,,,,,,,,,,,,,,,,36932.010,47425.250,58774.820,
CN: Local Government Debt Outstanding: Special: Anhui: Bozhou,China,Bozhou,"Annual, ending ""Dec"" of each year",RMB mn,Bozhou Municipal Bureau of Statistics,Active,477097837 (CFBDHP),SR163602057,,,,2019,2021,18/08/2022,,,43024.397,86870001.632,9320.408,0.273,,0.217,34000.420,52615.350,42457.420,3,,,,,,,,,,,,,,,,,,,,,34000.420,42457.420,52615.350,
CN: Local Government Debt Outstanding: Special: Anhui: Chizhou,China,Chizhou,"Annual, ending ""Dec"" of each year",RMB mn,Chizhou Municipal Bureau of Statistics,Active,477097847 (CFBDHQ),SR163602067,,,,2019,2021,18/08/2022,,,12333.117,9954811.700,3155.125,0.143,,0.256,9229.530,15537.370,12232.450,3,,,,,,,,,,,,,,,,,,,,,9229.530,12232.450,15537.370,
CN: Local Government Debt Outstanding: Special: Anhui: Xuancheng,China,Xuancheng,"Annual, ending ""Dec"" of each year",RMB mn,Xuancheng Municipal Bureau of Statistics,Active,477097857 (CFBDHR),SR163602077,,,,2019,2021,18/08/2022,,,26052.427,51473001.240,7174.469,0.357,,0.275,19181.750,33496.300,25479.230,3,,,,,,,,,,,,,,,,,,,,,19181.750,25479.230,33496.300,
CN: Local Government Debt Outstanding: Special: Fujian: Fuzhou,China,Fuzhou,"Annual, ending ""Dec"" of each year",RMB mn,Fuzhou Municipal Bureau of Statistics,Active,477097867 (CFBDHS),SR163602087,,,,2016,2021,18/08/2022,,,63452.667,909172971.610,30152.495,0.741,-0.808,0.475,35296.300,110554.000,56560.067,6,,,,,,,,,,,,,,,,,,35296.300,36200.705,46342.484,66777.650,85544.860,110554.000,
CN: Local Government Debt Outstanding: Special: Fujian: Xiamen,China,Xiamen,"Annual, ending ""Dec"" of each year",RMB mn,Xiamen Municipal Bureau of Statistics,Active,477097877 (CFBDHT),SR163602097,,,,2020,2021,18/08/2022,,,92666.000,407037512.000,20175.171,,,0.218,78400.000,106932.000,92666.000,2,,,,,,,,,,,,,,,,,,,,,,78400.000,106932.000,
CN: Local Government Debt Outstanding: Special: Fujian: Putian,China,Putian,"Annual, ending ""Dec"" of each year",RMB mn,Putian Municipal Bureau of Statistics,Active,477097887 (CFBDHU),SR163602107,,,,2021,2021,18/08/2022,,,65963.000,NaN,NaN,,,NaN,65963.000,65963.000,65963.000,1,,,,,,,,,,,,,,,,,,,,,,,65963.000,
CN: Local Government Debt Outstanding: Special: Fujian: Sanming,China,Sanming,"Annual, ending ""Dec"" of each year",RMB mn,Sanming Municipal Bureau of Statistics,Active,477097897 (CFBDHV),SR163602117,,,,2021,2021,18/08/2022,,,34085.000,NaN,NaN,,,NaN,34085.000,34085.000,34085.000,1,,,,,,,,,,,,,,,,,,,,,,,34085.000,
CN: Local Government Debt Outstanding: Special: Fujian: Quanzhou,China,Quanzhou,"Annual, ending ""Dec"" of each year",RMB mn,Quanzhou Municipal Bureau of Statistics,Active,477097907 (CFBDHW),SR163602127,,,,2017,2021,18/08/2022,,,80762.118,370984469.731,19260.957,0.820,0.044,0.238,60827.250,109592.000,77390.040,5,,,,,,,,,,,,,,,,,,,60827.250,67305.920,77390.040,88695.380,109592.000,
CN: Local Government Debt Outstanding: Special: Fujian: Zhangzhou,China,Zhangzhou,"Annual, ending ""Dec"" of each year",RMB mn,Zhangzhou Municipal Bureau of Statistics,Active,477097917 (CFBDHX),SR163602137,,,,2021,2021,18/08/2022,,,54368.000,NaN,NaN,,,NaN,54368.000,54368.000,54368.000,1,,,,,,,,,,,,,,,,,,,,,,,54368.000,
CN: Local Government Debt Outstanding: Special: Fujian: Nanping,China,Nanping,"Annual, ending ""Dec"" of each year",RMB mn,Nanping Municipal Bureau of Statistics,Active,477097927 (CFBDHY),SR163602147,,,,2021,2021,18/08/2022,,,35004.000,NaN,NaN,,,NaN,35004.000,35004.000,35004.000,1,,,,,,,,,,,,,,,,,,,,,,,35004.000,
CN: Local Government Debt Outstanding: Special: Fujian: Longyan,China,Longyan,"Annual, ending ""Dec"" of each year",RMB mn,Longyan Municipal Bureau of Statistics,Active,477097937 (CFBDHZ),SR163602157,,,,2021,2021,18/08/2022,,,60828.000,NaN,NaN,,,NaN,60828.000,60828.000,60828.000,1,,,,,,,,,,,,,,,,,,,,,,,60828.000,
CN: Local Government Debt Outstanding: Special: Fujian: Ningde,China,Ningde,"Annual, ending ""Dec"" of each year",RMB mn,Ningde Municipal Bureau of Statistics,Active,477097947 (CFBDIA),SR163602167,,,,2021,2021,18/08/2022,,,41769.000,NaN,NaN,,,NaN,41769.000,41769.000,41769.000,1,,,,,,,,,,,,,,,,,,,,,,,41769.000,
CN: Local Government Debt Outstanding: Special: Jiangxi: Nanchang,China,Nanchang,"Annual, ending ""Dec"" of each year",RMB mn,Nanchang Municipal Bureau of Statistics,Active,477097957 (CFBDIB),SR163602177,,,,2018,2021,28/10/2022,,,61950.750,568229556.250,23837.566,0.531,-2.608,0.385,39985.000,91263.000,58277.500,4,,,,,,,,,,,,,,,,,,,,39985.000,45316.000,71239.000,91263.000,
CN: Local Government Debt Outstanding: Special: Jiangxi: Jingdezhen,China,Jingdezhen,"Annual, ending ""Dec"" of each year",RMB mn,Jingdezhen Municipal Bureau of Statistics,Active,477097967 (CFBDIC),SR163602187,,,,2018,2020,20/04/2022,,,9712.667,31779804.333,5637.358,1.529,,0.580,5587.000,16136.000,7415.000,3,,,,,,,,,,,,,,,,,,,,5587.000,7415.000,16136.000,,
CN: Local Government Debt Outstanding: Special: Jiangxi: Pingxiang,China,Pingxiang,"Annual, ending ""Dec"" of each year",RMB mn,Pingxiang Municipal Bureau of Statistics,Active,477097977 (CFBDID),SR163602197,,,,2018,2020,20/04/2022,,,7558.667,13374252.333,3657.082,1.097,,0.484,4475.000,11599.000,6602.000,3,,,,,,,,,,,,,,,,,,,,4475.000,6602.000,11599.000,,
CN: Local Government Debt Outstanding: Special: Jiangxi: Jiujiang,China,Jiujiang,"Annual, ending ""Dec"" of each year",RMB mn,Jiujiang Municipal Bureau of Statistics,Active,477097987 (CFBDIE),SR163602207,,,,2018,2020,20/04/2022,,,36523.333,71832945.333,8475.432,1.501,,0.232,30236.000,46162.000,33172.000,3,,,,,,,,,,,,,,,,,,,,30236.000,33172.000,46162.000,,
CN: Local Government Debt Outstanding: Special: Jiangxi: Xinyu,China,Xinyu,"Annual, ending ""Dec"" of each year",RMB mn,Xinyu Municipal Bureau of Statistics,Active,477097997 (CFBDIF),SR163602217,,,,2018,2020,20/04/2022,,,6562.667,2550696.333,1597.090,1.248,,0.243,5267.000,8347.000,6074.000,3,,,,,,,,,,,,,,,,,,,,5267.000,6074.000,8347.000,,
CN: Local Government Debt Outstanding: Special: Jiangxi: Yingtan,China,Yingtan,"Annual, ending ""Dec"" of each year",RMB mn,Yingtan Municipal Bureau of Statistics,Active,477098007 (CFBDIG),SR163602227,,,,2018,2020,20/04/2022,,,7752.333,7411922.333,2722.485,1.423,,0.351,5666.000,10832.000,6759.000,3,,,,,,,,,,,,,,,,,,,,5666.000,6759.000,10832.000,,
CN: Local Government Debt Outstanding: Special: Jiangxi: Ganzhou,China,Ganzhou,"Annual, ending ""Dec"" of each year",RMB mn,Ganzhou Municipal Bureau of Statistics,Active,477098017 (CFBDIH),SR163602237,,,,2018,2020,20/04/2022,,,35748.667,261801440.333,16180.279,1.493,,0.453,23699.000,54139.000,29408.000,3,,,,,,,,,,,,,,,,,,,,23699.000,29408.000,54139.000,,
CN: Local Government Debt Outstanding: Special: Jiangxi: Jian,China,Jian,"Annual, ending ""Dec"" of each year",RMB mn,Jian Municipal Bureau of Statistics,Active,477098027 (CFBDII),SR163602247,,,,2018,2020,20/04/2022,,,20782.333,75949732.333,8714.914,1.403,,0.419,14054.000,30627.000,17666.000,3,,,,,,,,,,,,,,,,,,,,14054.000,17666.000,30627.000,,
CN: Local Government Debt Outstanding: Special: Jiangxi: Yichun,China,Yichun,"Annual, ending ""Dec"" of each year",RMB mn,Yi chun Municipal Bureau of Statistics,Active,477098037 (CFBDIJ),SR163602257,,,,2018,2020,20/04/2022,,,24418.333,81511505.333,9028.372,1.237,,0.370,17071.000,34497.000,21687.000,3,,,,,,,,,,,,,,,,,,,,17071.000,21687.000,34497.000,,
CN: Local Government Debt Outstanding: Special: Jiangxi: Fuzhou,China,Fuzhou,"Annual, ending ""Dec"" of each year",RMB mn,Fu zhou Municipal Bureau of Statistics,Active,477098047 (CFBDIK),SR163602267,,,,2018,2020,20/04/2022,,,15693.333,41899256.333,6472.963,1.524,,0.412,10943.000,23066.000,13071.000,3,,,,,,,,,,,,,,,,,,,,10943.000,13071.000,23066.000,,
CN: Local Government Debt Outstanding: Special: Jiangxi: Shangrao,China,Shangrao,"Annual, ending ""Dec"" of each year",RMB mn,Shangrao Municipal Bureau of Statistics,Active,477098057 (CFBDIL),SR163602277,,,,2018,2020,20/04/2022,,,23928.000,91456093.000,9563.268,1.299,,0.400,16285.000,34652.000,20847.000,3,,,,,,,,,,,,,,,,,,,,16285.000,20847.000,34652.000,,
CN: Local Government Debt Outstanding: Special: Shandong: Jinan,China,Jinan,"Annual, ending ""Dec"" of each year",RMB mn,Jinan Municipal Bureau of Statistics,Active,477098067 (CFBDIM),SR163602287,,,,2015,2020,20/04/2022,,,91201.602,926913164.244,30445.249,1.305,1.278,0.334,66480.000,144967.180,81744.475,6,,,,,,,,,,,,,,,,,66480.000,66626.220,73342.990,90145.960,105647.260,144967.180,,
CN: Local Government Debt Outstanding: Special: Shandong: Qingdao,China,Qingdao,"Annual, ending ""Dec"" of each year",RMB mn,Qingdao Municipal Bureau of Statistics,Active,477098077 (CFBDIN),SR163602297,,,,2014,2021,08/09/2022,,,69020.375,2292485830.839,47879.911,1.230,0.525,0.694,28570.000,160692.000,49820.000,8,,,,,,,,,,,,,,,,33560.000,28570.000,31790.000,43040.000,56600.000,79688.000,118223.000,160692.000,
CN: Local Government Debt Outstanding: Special: Shandong: Zibo,China,Zibo,"Annual, ending ""Dec"" of each year",RMB mn,Zibo Municipal Bureau of Statistics,Active,477098087 (CFBDIO),SR163602307,,,,2015,2020,20/04/2022,,,20308.950,124432259.429,11154.921,1.302,1.294,0.549,10300.000,39989.010,16838.760,6,,,,,,,,,,,,,,,,,10300.000,12020.000,14494.350,19183.170,25867.170,39989.010,,
CN: Local Government Debt Outstanding: Special: Shandong: Zaozhuang,China,Zaozhuang,"Annual, ending ""Dec"" of each year",RMB mn,Zaozhuang Municipal Bureau of Statistics,Active,477098097 (CFBDIP),SR163602317,,,,2015,2020,20/04/2022,,,17521.000,47872974.000,6919.030,0.974,0.132,0.395,10750.000,28996.000,15740.000,6,,,,,,,,,,,,,,,,,10750.000,11980.000,14090.000,17390.000,21920.000,28996.000,,
CN: Local Government Debt Outstanding: Special: Shandong: Dongying,China,Dongying,"Annual, ending ""Dec"" of each year",RMB mn,Dongying Municipal Bureau of Statistics,Active,477098107 (CFBDIQ),SR163602327,,,,2015,2020,20/04/2022,,,8782.167,73287276.167,8560.799,1.602,2.532,0.975,1690.000,24633.000,5965.000,6,,,,,,,,,,,,,,,,,1690.000,2770.000,4460.000,7470.000,11670.000,24633.000,,
CN: Local Government Debt Outstanding: Special: Shandong: Yantai,China,Yantai,"Annual, ending ""Dec"" of each year",RMB mn,Yantai Municipal Bureau of Statistics,Active,477098117 (CFBDIR),SR163602337,,,,2015,2020,20/04/2022,,,29325.460,324539828.589,18014.989,1.277,1.124,0.614,13460.000,60898.540,23599.905,6,,,,,,,,,,,,,,,,,13460.000,15520.000,19940.000,27259.810,38874.410,60898.540,,
CN: Local Government Debt Outstanding: Special: Shandong: Weifang,China,Weifang,"Annual, ending ""Dec"" of each year",RMB mn,Weifang Municipal Bureau of Statistics,Active,477098127 (CFBDIS),SR163602347,,,,2015,2020,20/04/2022,,,47527.167,270172004.167,16436.910,0.873,-0.321,0.346,31230.000,74043.000,43215.000,6,,,,,,,,,,,,,,,,,31230.000,34390.000,38790.000,47640.000,59070.000,74043.000,,
CN: Local Government Debt Outstanding: Special: Shandong: Jining,China,Jining,"Annual, ending ""Dec"" of each year",RMB mn,Jining Municipal Bureau of Statistics,Active,477098137 (CFBDIT),SR163602357,,,,2015,2020,20/04/2022,,,30118.833,342121176.167,18496.518,1.361,1.494,0.614,14000.000,63053.000,24180.000,6,,,,,,,,,,,,,,,,,14000.000,16310.000,20560.000,27800.000,38990.000,63053.000,,
CN: Local Government Debt Outstanding: Special: Shandong: Taian,China,Taian,"Annual, ending ""Dec"" of each year",RMB mn,Taian Municipal Bureau of Statistics,Active,477098147 (CFBDIU),SR163602367,,,,2015,2020,20/04/2022,,,14369.667,58938392.667,7677.134,0.827,-0.599,0.534,6860.000,26528.000,12305.000,6,,,,,,,,,,,,,,,,,6860.000,8050.000,10260.000,14350.000,20170.000,26528.000,,
CN: Local Government Debt Outstanding: Special: Shandong: Weihai,China,Weihai,"Annual, ending ""Dec"" of each year",RMB mn,Weihai Municipal Bureau of Statistics,Active,477098157 (CFBDIV),SR163602377,,,,2015,2020,20/04/2022,,,25186.000,111487712.000,10558.774,0.907,-0.329,0.419,15270.000,42256.000,22265.000,6,,,,,,,,,,,,,,,,,15270.000,16280.000,19650.000,24880.000,32780.000,42256.000,,
CN: Local Government Debt Outstanding: Special: Shandong: Rizhao,China,Rizhao,"Annual, ending ""Dec"" of each year",RMB mn,Rizhao Municipal Bureau of Statistics,Active,477098167 (CFBDIW),SR163602387,,,,2015,2020,20/04/2022,,,13929.333,64397618.667,8024.813,1.522,2.205,0.576,7180.000,28616.000,11335.000,6,,,,,,,,,,,,,,,,,7180.000,8180.000,9720.000,12950.000,16930.000,28616.000,,
CN: Local Government Debt Outstanding: Special: Shandong: Linyi,China,Linyi,"Annual, ending ""Dec"" of each year",RMB mn,Linyi Municipal Bureau of Statistics,Active,477098177 (CFBDIX),SR163602397,,,,2015,2020,20/04/2022,,,57465.333,160225650.667,12658.027,1.089,0.321,0.220,45860.000,78792.000,53500.000,6,,,,,,,,,,,,,,,,,45860.000,47620.000,50470.000,56530.000,65520.000,78792.000,,
CN: Local Government Debt Outstanding: Special: Shandong: Dezhou,China,Dezhou,"Annual, ending ""Dec"" of each year",RMB mn,Dezhou Municipal Bureau of Statistics,Active,477098187 (CFBDIY),SR163602407,,,,2015,2020,20/04/2022,,,27080.833,70492524.167,8395.983,1.469,1.807,0.310,20380.000,42245.000,24125.000,6,,,,,,,,,,,,,,,,,20380.000,20610.000,22920.000,25330.000,31000.000,42245.000,,
CN: Local Government Debt Outstanding: Special: Shandong: Liaocheng,China,Liaocheng,"Annual, ending ""Dec"" of each year",RMB mn,Liaocheng Municipal Bureau of Statistics,Active,477098197 (CFBDIZ),SR163602417,,,,2015,2020,20/04/2022,,,17195.167,171952436.167,13113.064,1.405,1.660,0.763,5970.000,40711.000,12890.000,6,,,,,,,,,,,,,,,,,5970.000,7500.000,10290.000,15490.000,23210.000,40711.000,,
CN: Local Government Debt Outstanding: Special: Shandong: Binzhou,China,Binzhou,"Annual, ending ""Dec"" of each year",RMB mn,Binzhou Municipal Bureau of Statistics,Active,477098207 (CFBDJA),SR163602427,,,,2015,2020,20/04/2022,,,17318.167,172729876.167,13142.674,2.021,4.207,0.759,8510.000,42969.000,12165.000,6,,,,,,,,,,,,,,,,,9140.000,8510.000,10520.000,13810.000,18960.000,42969.000,,
CN: Local Government Debt Outstanding: Special: Shandong: Heze,China,Heze,"Annual, ending ""Dec"" of each year",RMB mn,Heze Municipal Bureau of Statistics,Active,477098217 (CFBDJB),SR163602437,,,,2015,2020,20/04/2022,,,27784.667,596869074.667,24430.904,1.768,3.122,0.879,9680.000,73978.000,18645.000,6,,,,,,,,,,,,,,,,,9680.000,11110.000,14740.000,22550.000,34650.000,73978.000,,
CN: Local Government Debt Outstanding: Special: Henan: Zhengzhou,China,Zhengzhou,"Annual, ending ""Dec"" of each year",RMB mn,Zhengzhou Municipal Bureau of Statistics,Active,477098227 (CFBDJC),SR163602447,,,,2015,2021,28/07/2022,,,70271.497,696492654.842,26391.147,1.182,0.622,0.376,46775.450,118654.850,60457.060,7,,,,,,,,,,,,,,,,,46775.450,50033.920,51579.100,60457.060,73653.890,90746.210,118654.850,
CN: Local Government Debt Outstanding: Special: Henan: Kaifeng,China,Kaifeng,"Annual, ending ""Dec"" of each year",RMB mn,Kaifeng Municipal Bureau of Statistics,Active,477098237 (CFBDJD),SR163602457,,,,2021,2021,08/09/2022,,,32019.370,NaN,NaN,,,NaN,32019.370,32019.370,32019.370,1,,,,,,,,,,,,,,,,,,,,,,,32019.370,
CN: Local Government Debt Outstanding: Special: Henan: Luoyang,China,Luoyang,"Annual, ending ""Dec"" of each year",RMB mn,Luoyang Municipal Bureau of Statistics,Active,477098247 (CFBDJE),SR163602467,,,,2021,2021,08/09/2022,,,35019.080,NaN,NaN,,,NaN,35019.080,35019.080,35019.080,1,,,,,,,,,,,,,,,,,,,,,,,35019.080,
CN: Local Government Debt Outstanding: Special: Henan: Pingdingshan,China,Pingdingshan,"Annual, ending ""Dec"" of each year",RMB mn,Pingdingshan Municipal Bureau of Statistics,Active,477098257 (CFBDJF),SR163602477,,,,2021,2021,08/09/2022,,,29480.290,NaN,NaN,,,NaN,29480.290,29480.290,29480.290,1,,,,,,,,,,,,,,,,,,,,,,,29480.290,
CN: Local Government Debt Outstanding: Special: Henan: Anyang,China,Anyang,"Annual, ending ""Dec"" of each year",RMB mn,Anyang Municipal Bureau of Statistics,Active,477098267 (CFBDJG),SR163602487,,,,2021,2021,08/09/2022,,,31625.770,NaN,NaN,,,NaN,31625.770,31625.770,31625.770,1,,,,,,,,,,,,,,,,,,,,,,,31625.770,
CN: Local Government Debt Outstanding: Special: Henan: Hebi,China,Hebi,"Annual, ending ""Dec"" of each year",RMB mn,Hebi Municipal Bureau of Statistics,Active,477098277 (CFBDJH),SR163602497,,,,2021,2021,08/09/2022,,,19406.020,NaN,NaN,,,NaN,19406.020,19406.020,19406.020,1,,,,,,,,,,,,,,,,,,,,,,,19406.020,
CN: Local Government Debt Outstanding: Special: Henan: Xinxiang,China,Xinxiang,"Annual, ending ""Dec"" of each year",RMB mn,Xinxiang Municipal Bureau of Statistics,Active,477098287 (CFBDJI),SR163602507,,,,2021,2021,08/09/2022,,,31514.970,NaN,NaN,,,NaN,31514.970,31514.970,31514.970,1,,,,,,,,,,,,,,,,,,,,,,,31514.970,
