Province,Country,Region,Frequency,Unit,Source,Status,Series ID,SR Code,Trade Code,Mnemonic,Function Description,First Obs. Date,Last Obs. Date,Last Update Time,Series remarks,Suggestions,Mean,Variance,Standard Deviation,Skewness,Kurtosis,Coefficient Variation,Min,Max,Median,No. of Obs,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
CN: GDP: Gansu: Wuwei,China,Wuwei,"Annual, ending ""Dec"" of each year",RMB bn,Wuwei Municipal Bureau of Statistics,Active,146409001 (CAAHMM),SR1928189,,,,1991,2022,07/02/2023,,,31.477,320.746,17.909,0.259,-1.084,0.569,7.052,66.340,30.667,22,,,7.052,7.847,9.001,10.802,14.181,16.162,18.765,21.011,19.279,22.877,27.285,34.050,37.969,40.597,41.619,46.173,43.044,46.927,48.846,52.641,60.020,66.340
CN: GDP: Gansu: Zhangye,China,Zhangye,"Annual, ending ""Dec"" of each year",RMB bn,Zhangye Municipal Bureau of Statistics,Active,146409101 (CAAHMN),SR1928489,,,,1991,2022,01/02/2023,,,28.789,240.121,15.496,0.200,-1.134,0.538,7.566,58.151,29.193,21,,,,7.566,8.376,9.935,11.079,12.670,14.664,16.986,19.208,21.270,25.684,29.193,33.597,36.178,37.353,39.994,37.696,40.771,44.873,46.705,52.623,58.151
CN: GDP: Gansu: Pingliang,China,Pingliang,"Annual, ending ""Dec"" of each year",RMB bn,Pingliang Municipal Bureau of Statistics,Active,146409201 (CAAHMO),SR1926799,,,,1991,2022,01/02/2023,,,29.149,260.728,16.147,0.403,-0.515,0.554,7.278,64.158,32.451,21,,,,7.278,8.061,9.634,11.017,12.559,14.782,17.506,19.566,23.189,27.619,32.451,34.108,35.055,34.770,36.730,35.466,39.517,45.658,47.616,55.397,64.158
CN: GDP: Gansu: Jiuquan,China,Jiuquan,"Annual, ending ""Dec"" of each year",RMB bn,Jiuquan Municipal Bureau of Statistics,Active,146409301 (CAAHMP),SR1928557,,,,1991,2022,01/02/2023,,,44.187,548.701,23.424,-0.189,-1.305,0.530,9.507,84.090,54.480,21,,,,9.507,10.669,12.225,14.603,17.325,20.325,24.802,32.105,40.503,48.154,57.366,64.194,61.055,54.480,57.793,55.177,59.689,61.820,65.770,76.270,84.090
CN: GDP: Gansu: Qingyang,China,Qingyang,"Annual, ending ""Dec"" of each year",RMB bn,Qingyang Municipal Bureau of Statistics,Active,146409401 (CAAHMQ),SR1926958,,,,2002,2022,01/02/2023,,,46.984,792.852,28.158,0.137,-1.039,0.599,8.014,102.226,52.936,21,,,,8.014,8.969,10.831,14.382,17.155,20.082,24.850,30.222,35.761,45.435,52.936,60.537,66.886,60.943,59.783,58.550,70.815,74.294,75.473,88.527,102.226
CN: GDP: Gansu: Dingxi,China,Dingxi,"Annual, ending ""Dec"" of each year",RMB bn,Dingxi Municipal Bureau of Statistics,Active,146409501 (CAAHMR),SR1928307,,,,2000,2022,01/02/2023,,,21.856,250.163,15.817,0.664,-0.661,0.724,4.315,55.793,17.968,23,,4.315,4.728,5.213,5.604,6.414,7.130,8.088,9.771,11.622,12.710,15.059,17.968,21.205,25.748,27.425,28.641,31.051,32.731,35.626,41.638,44.136,50.076,55.793
CN: GDP: Gansu: Longnan,China,Longnan,"Annual, ending ""Dec"" of each year",RMB bn,Longnan Municipal Bureau of Statistics,Active,146409601 (CAAHMS),SR1927876,,,,2004,2022,08/02/2023,,,26.582,233.538,15.282,0.412,-0.928,0.575,6.338,56.240,24.950,19,,,,,,6.338,7.418,9.349,11.181,12.160,14.234,16.941,19.768,22.598,24.950,26.253,31.514,33.989,34.272,37.923,44.509,45.180,50.250,56.240
CN: GDP: Qinghai: Xining,China,Xining,"Annual, ending ""Dec"" of each year",RMB bn,Xining Municipal Bureau of Statistics,Active,146409701 (CAAHMT),SR1928552,,,,1991,2022,07/02/2023,,,73.479,2833.488,53.231,0.191,-1.516,0.724,7.316,164.435,69.949,24,7.316,9.201,10.449,12.134,14.483,17.474,23.757,28.161,34.246,42.219,50.107,62.828,77.070,85.109,97.853,106.578,113.162,124.816,128.491,128.641,132.782,137.298,154.879,164.435
CN: GDP: Qinghai: Haidong,China,Haidong,"Annual, ending ""Dec"" of each year",RMB bn,Haidong Municipal Bureau of Statistics,Active,313835901 (CAARHD),SR5004591,,,,2005,2021,20/04/2022,,,30.308,272.103,16.496,-0.061,-1.555,0.544,7.420,55.471,33.700,17,,,,,,,7.420,8.470,10.210,12.236,13.567,17.331,21.937,27.413,33.700,37.770,38.440,42.280,43.604,45.150,48.773,51.460,55.471,
CN: GDP: Ningxia: Yinchuan,China,Yinchuan,"Annual, ending ""Dec"" of each year",RMB bn,Yinchuan Municipal Bureau of Statistics,Active,146409801 (CAAHMU),SR1928338,,,,1991,2022,01/02/2023,,,99.800,6246.006,79.032,0.381,-1.245,0.792,8.755,253.563,87.805,24,8.755,9.503,10.482,13.346,15.678,18.897,28.850,33.529,40.860,51.411,57.815,76.942,98.668,115.093,128.902,138.862,149.386,161.771,180.326,190.148,189.679,196.437,226.295,253.563
CN: GDP: Ningxia: Shizuishan,China,Shizuishan,"Annual, ending ""Dec"" of each year",RMB bn,Shizuishan Municipal Bureau of Statistics,Active,146409901 (CAAHMV),SR1928030,,,,1991,2021,25/03/2022,,,30.747,421.826,20.538,0.025,-1.647,0.668,4.439,61.703,29.860,23,4.439,5.050,5.525,5.786,6.921,8.938,10.963,12.977,16.931,22.873,27.078,29.860,36.802,40.997,44.635,46.726,48.238,51.357,53.501,60.592,51.124,54.162,61.703,
CN: GDP: Ningxia: Wuzhong,China,Wuzhong,"Annual, ending ""Dec"" of each year",RMB bn,Wuzhong Municipal Bureau of Statistics,Active,146410001 (CAAHMW),SR1928797,,,,1991,2022,01/02/2023,,,31.511,536.629,23.165,0.894,-0.105,0.735,7.850,86.700,24.448,24,7.850,9.178,10.100,9.600,12.703,9.221,9.811,11.964,13.883,17.299,18.589,21.700,27.196,31.503,35.191,38.343,40.481,44.243,50.811,53.453,58.019,62.177,76.250,86.700
CN: GDP: Ningxia: Guyuan,China,Guyuan,"Annual, ending ""Dec"" of each year",RMB bn,Guyuan Municipal Bureau of Statistics,Active,146410101 (CAAHMX),SR1928841,,,,2002,2022,06/02/2023,,,17.613,154.452,12.428,0.466,-1.123,0.706,3.096,40.968,15.845,21,,,,3.096,3.759,3.586,4.488,5.193,6.184,7.579,8.793,10.403,13.375,15.845,18.458,20.103,21.704,23.981,27.010,30.319,32.266,35.246,37.510,40.968
CN: GDP: Ningxia: Zhongwei,China,Zhongwei,"Annual, ending ""Dec"" of each year",RMB bn,Zhongwei Municipal Bureau of Statistics,Active,146410201 (CAAHMY),SR1927941,,,,2004,2022,07/02/2023,,,27.123,248.061,15.750,0.181,-1.056,0.581,5.054,56.389,28.748,19,,,,,,5.054,6.585,7.501,8.966,11.910,14.298,17.319,22.159,25.059,28.748,29.757,31.689,33.913,37.413,40.299,43.765,44.032,50.473,56.389
CN: GDP: Xinjiang: Urumqi,China,Urumqi,"Annual, ending ""Dec"" of each year",RMB bn,Urumqi Municipal Bureau of Statistics,Active,146410301 (CAAHMZ),SR1927288,,,,1991,2022,09/02/2023,,,168.261,14837.401,121.809,0.408,-1.237,0.724,24.878,389.300,146.215,24,24.878,27.500,31.500,35.444,40.858,48.426,56.250,64.430,82.028,102.035,109.452,130.271,162.158,189.542,205.847,226.468,238.731,245.898,273.065,309.977,341.326,333.732,369.157,389.300
CN: GDP: Xinjiang: Karamay,China,Karamay,"Annual, ending ""Dec"" of each year",RMB bn,Karamay Municipal Bureau of Statistics,Active,146410401 (CAAHNA),SR1928596,,,,1991,2022,06/02/2023,,,61.018,991.645,31.490,-0.131,-0.988,0.516,10.199,118.810,64.532,24,10.199,13.859,16.755,17.048,21.627,29.620,38.573,47.326,51.513,66.121,48.029,71.135,80.169,81.071,85.311,84.767,62.943,62.100,74.450,89.810,97.293,88.690,107.210,118.810
CN: GDP: Xinjiang: Turpan,China,Turpan,"Annual, ending ""Dec"" of each year",RMB bn,Turpan Municipal Bureau of Statistics,Active,313836601 (CAARHK),SR5004879,,,,2005,2021,20/04/2022,,,24.839,76.749,8.761,0.658,-0.126,0.353,11.980,43.335,24.339,17,,,,,,,11.980,14.820,17.200,20.123,15.458,18.279,22.143,24.339,26.089,27.750,25.020,22.157,26.715,31.059,38.448,37.341,43.335,
CN: GDP: Xinjiang: Hami,China,Hami,"Annual, ending ""Dec"" of each year",RMB bn,Hami Municipal Bureau of Statistics,Active,313836701 (CAARHL),SR5004412,,,,2005,2022,08/02/2023,,,36.475,577.203,24.025,0.494,-0.641,0.659,6.860,86.899,36.697,18,,,,,,,6.860,7.760,9.200,12.690,13.032,16.738,22.092,26.825,33.393,40.000,45.044,40.368,48.001,53.661,60.482,60.791,72.714,86.899
CN: GDP: Primary Industry: Prefecture Level City,China,,"Annual, ending ""Dec"" of each year",RMB bn,National Bureau of Statistics,Active,293369901 (CAAOSG),SR4392341,,,,1999,2009,06/04/2011,,,2087.638,412481.185,642.247,0.714,-0.795,0.308,1429.433,3228.677,1977.500,11,1436.173,1429.433,1510.490,1606.850,1675.610,1977.500,2150.090,2302.360,2615.700,3031.138,3228.677,,,,,,,,,,,,,
CN: GDP: Primary Industry: Beijing,China,Beijing,"Annual, ending ""Dec"" of each year",RMB bn,Beijing Municipal Bureau of Statistics,Active,293370001 (CAAOSH),SR4392325,,,,1952,2022,19/01/2023,,,11.146,6.404,2.531,0.371,-0.783,0.227,7.840,15.980,11.145,24,7.840,7.930,8.080,8.240,8.410,8.540,8.690,8.720,9.940,11.140,11.680,12.280,13.450,14.840,15.980,15.920,14.040,12.980,12.190,12.060,11.440,10.830,11.130,11.150
CN: GDP: Primary Industry: Tianjin,China,Tianjin,"Annual, ending ""Dec"" of each year",RMB bn,Tianjin Municipal Bureau of Statistics,Active,293370101 (CAAOSI),SR4392381,,,,1949,2022,20/01/2023,,,14.025,26.079,5.107,0.776,0.507,0.364,7.114,27.315,13.641,24,7.114,7.369,7.873,8.421,8.991,10.528,11.238,10.335,10.747,11.660,11.953,13.171,14.110,14.790,15.479,15.882,16.231,16.846,16.896,17.530,18.541,21.034,22.541,27.315
CN: GDP: Primary Industry: Hebei: Shijiazhuang,China,Shijiazhuang,"Annual, ending ""Dec"" of each year",RMB bn,Shijiazhuang Municipal Bureau of Statistics,Active,293370201 (CAAOSJ),SR4392190,,,,1999,2022,06/02/2023,,,35.083,183.043,13.529,-0.241,-1.412,0.386,14.605,55.830,38.212,24,14.605,14.688,15.363,15.600,18.810,23.050,24.780,25.750,27.570,30.969,30.831,36.961,41.490,45.218,47.397,48.751,49.440,48.088,39.463,42.050,44.950,49.860,50.480,55.830
CN: GDP: Primary Industry: Hebei: Tangshan,China,Tangshan,"Annual, ending ""Dec"" of each year",RMB bn,Tangshan Municipal Bureau of Statistics,Active,293370301 (CAAOSK),SR4392301,,,,1999,2022,06/02/2023,,,38.981,257.534,16.048,-0.098,-1.545,0.412,17.137,63.840,43.470,24,17.137,17.332,17.962,18.710,19.370,21.340,23.620,22.939,28.700,34.001,36.018,42.187,48.653,52.856,55.303,55.870,44.753,45.950,46.573,49.315,53.123,59.341,60.650,63.840
CN: GDP: Primary Industry: Hebei: Qinhuangdao,China,Qinhuangdao,"Annual, ending ""Dec"" of each year",RMB bn,Qinhuangdao Municipal Bureau of Statistics,Active,293370401 (CAAOSL),SR4392316,,,,1949,2022,06/02/2023,,,12.847,56.321,7.505,0.078,-1.505,0.584,3.548,25.220,13.844,24,4.039,3.601,3.811,3.919,3.548,4.229,4.849,5.950,7.807,9.235,10.235,13.131,14.557,15.702,17.098,17.468,17.415,19.003,19.302,20.326,20.632,23.310,23.950,25.220
CN: GDP: Primary Industry: Hebei: Handan,China,Handan,"Annual, ending ""Dec"" of each year",RMB bn,Handan Municipal Bureau of Statistics,Active,293370501 (CAAOSM),SR4392367,,,,1999,2022,06/02/2023,,,27.046,150.142,12.253,-0.242,-1.563,0.453,9.420,43.980,30.740,24,9.420,9.518,9.871,10.460,11.050,14.010,15.810,17.270,20.870,23.027,24.691,30.795,35.061,38.390,39.501,40.310,40.280,41.720,30.685,31.330,34.237,37.664,39.150,43.980
CN: GDP: Primary Industry: Hebei: Xingtai,China,Xingtai,"Annual, ending ""Dec"" of each year",RMB bn,Xingtai Municipal Bureau of Statistics,Active,293370601 (CAAOSN),SR4392432,,,,1999,2022,06/02/2023,,,19.831,77.943,8.829,0.051,-1.399,0.445,7.839,35.070,20.428,24,7.915,7.839,8.180,8.470,9.530,11.270,12.430,13.390,14.660,15.076,15.882,18.973,21.883,24.035,25.480,27.340,27.560,26.975,24.786,26.542,28.354,31.165,33.130,35.070
CN: GDP: Primary Industry: Hebei: Baoding,China,Baoding,"Annual, ending ""Dec"" of each year",RMB bn,Baoding Municipal Bureau of Statistics,Active,293370701 (CAAOSO),SR4392230,,,,1999,2022,06/02/2023,,,30.607,150.333,12.261,-0.056,-1.636,0.401,14.340,49.116,32.334,24,14.340,14.366,14.901,15.070,14.920,17.800,19.610,20.790,21.540,24.701,26.553,30.365,34.302,37.812,40.935,42.537,43.346,45.271,38.987,35.190,44.335,49.116,41.290,46.480
CN: GDP: Primary Industry: Hebei: Zhangjiakou,China,Zhangjiakou,"Annual, ending ""Dec"" of each year",RMB bn,Zhangjiakou Municipal Bureau of Statistics,Active,293370801 (CAAOSP),SR4392273,,,,1999,2022,06/02/2023,,,15.704,90.239,9.499,-0.007,-1.548,0.605,2.971,31.740,16.661,24,3.173,3.493,2.971,3.570,4.690,5.820,6.740,7.930,8.630,11.889,12.140,15.294,18.028,20.578,23.550,23.983,24.388,26.602,20.057,22.660,24.378,26.774,27.830,31.740
CN: GDP: Primary Industry: Hebei: Chengde,China,Chengde,"Annual, ending ""Dec"" of each year",RMB bn,Chengde Municipal Bureau of Statistics,Active,293370901 (CAAOSQ),SR4392022,,,,1999,2022,06/02/2023,,,16.736,136.196,11.670,0.556,-0.667,0.697,2.664,42.000,15.248,24,3.336,2.664,3.581,3.820,4.350,5.500,6.570,7.590,9.180,10.724,11.336,13.941,16.555,18.516,21.040,22.570,23.560,23.779,23.497,26.750,29.799,33.635,37.370,42.000
CN: GDP: Primary Industry: Hebei: Cangzhou,China,Cangzhou,"Annual, ending ""Dec"" of each year",RMB bn,Cangzhou Municipal Bureau of Statistics,Active,293371001 (CAAOSR),SR4392357,,,,1999,2022,06/02/2023,,,22.466,96.631,9.830,-0.320,-1.525,0.438,7.760,36.760,25.793,24,7.760,8.118,8.647,8.640,9.390,12.380,13.540,14.770,16.640,20.141,21.620,25.265,29.584,31.918,31.307,31.774,32.130,30.862,26.321,27.590,29.261,31.495,33.280,36.760
CN: GDP: Primary Industry: Hebei: Langfang,China,Langfang,"Annual, ending ""Dec"" of each year",RMB bn,Langfang Municipal Bureau of Statistics,Active,293371101 (CAAOSS),SR4392290,,,,1999,2022,06/02/2023,,,15.134,34.921,5.909,-0.283,-1.577,0.390,6.341,23.020,16.588,24,6.341,6.352,6.816,6.940,7.660,9.260,10.080,10.730,11.640,12.936,13.834,15.748,17.428,19.840,19.901,20.550,20.620,19.827,19.005,19.670,21.242,22.145,21.630,23.020
CN: GDP: Primary Industry: Hebei: Hengshui,China,Hengshui,"Annual, ending ""Dec"" of each year",RMB bn,Hengshui Municipal Bureau of Statistics,Active,293371201 (CAAOST),SR4392438,,,,1999,2022,06/02/2023,,,14.391,41.517,6.443,0.109,-1.193,0.448,5.495,26.350,16.035,24,5.495,5.582,5.868,5.970,7.310,8.420,9.060,9.840,9.800,11.035,12.294,15.420,17.454,18.903,16.826,16.650,16.890,18.433,18.759,20.050,21.665,23.509,23.790,26.350
CN: GDP: Primary Industry: Shanxi: Taiyuan,China,Taiyuan,"Annual, ending ""Dec"" of each year",RMB bn,Taiyuan Municipal Bureau of Statistics,Active,293371301 (CAAOSU),SR4392320,,,,1999,2022,01/02/2023,,,2.917,1.093,1.046,0.064,-1.342,0.358,1.434,4.807,3.021,24,1.453,1.549,1.434,1.750,1.800,2.093,2.020,1.940,1.960,2.298,2.856,3.028,3.385,3.602,3.716,3.886,3.740,3.877,4.002,4.105,3.013,3.224,4.480,4.807
CN: GDP: Primary Industry: Shanxi: Datong,China,Datong,"Annual, ending ""Dec"" of each year",RMB bn,Datong Municipal Bureau of Statistics,Active,293371401 (CAAOSV),SR4392374,,,,1999,2021,22/12/2022,,,4.038,5.995,2.448,0.553,0.017,0.606,0.623,10.218,3.551,23,0.623,1.325,0.775,1.370,1.550,1.850,2.190,2.410,2.790,3.044,3.113,3.551,4.559,4.876,5.366,5.705,5.667,5.988,6.204,6.466,6.191,7.042,10.218,
CN: GDP: Primary Industry: Shanxi: Yangquan,China,Yangquan,"Annual, ending ""Dec"" of each year",RMB bn,Yangquan Municipal Bureau of Statistics,Active,293371501 (CAAOSW),SR4392279,,,,1999,2022,31/01/2023,,,0.748,0.165,0.406,0.405,-0.713,0.543,0.208,1.600,0.752,24,0.208,0.269,0.292,0.350,0.260,0.340,0.350,0.400,0.510,0.508,0.585,0.658,0.845,0.919,1.014,1.101,0.999,1.031,1.028,1.062,1.035,1.047,1.533,1.600
CN: GDP: Primary Industry: Shanxi: Changzhi,China,Changzhi,"Annual, ending ""Dec"" of each year",RMB bn,Changzhi Municipal Bureau of Statistics,Active,293371601 (CAAOSX),SR4392363,,,,1999,2021,22/12/2022,,,4.451,3.299,1.816,0.792,0.397,0.408,2.303,9.314,4.024,23,2.303,2.453,2.562,2.630,2.740,2.980,2.890,2.900,3.220,3.247,3.520,4.024,4.900,5.346,5.664,5.830,5.821,6.136,6.275,6.395,5.058,6.166,9.314,
CN: GDP: Primary Industry: Shanxi: Jincheng,China,Jincheng,"Annual, ending ""Dec"" of each year",RMB bn,Jincheng Municipal Bureau of Statistics,Active,293371701 (CAAOSY),SR4392343,,,,1999,2022,16/02/2023,,,3.433,4.332,2.081,0.519,-0.560,0.606,0.938,7.810,3.476,24,1.095,1.202,0.938,1.020,1.130,1.390,1.470,1.620,2.020,2.249,2.514,3.071,3.880,4.277,4.332,4.380,4.920,4.986,5.072,4.917,4.751,5.653,7.699,7.810
CN: GDP: Primary Industry: Shanxi: Shuozhou,China,Shuozhou,"Annual, ending ""Dec"" of each year",RMB bn,Shuozhou Municipal Bureau of Statistics,Active,293371801 (CAAOSZ),SR4392361,,,,1999,2022,09/03/2023,,,4.202,6.168,2.484,0.601,-0.196,0.591,0.956,9.800,4.297,24,1.204,1.578,0.956,1.420,1.730,1.860,1.850,2.120,2.910,2.776,2.951,4.054,4.539,5.093,6.172,6.140,5.550,5.628,5.620,5.785,5.366,6.406,9.349,9.800
CN: GDP: Primary Industry: Shanxi: Jinzhong,China,Jinzhong,"Annual, ending ""Dec"" of each year",RMB bn,Jinzhong Municipal Bureau of Statistics,Active,293371901 (CAAOTA),SR4392387,,,,1999,2022,09/02/2023,,,7.250,17.818,4.221,0.342,-1.074,0.582,2.002,15.570,6.945,24,2.002,2.071,2.262,2.540,2.750,3.300,3.690,3.540,4.070,4.269,5.636,6.496,7.393,8.377,9.640,10.330,10.660,10.835,11.153,11.394,10.008,11.093,14.928,15.570
CN: GDP: Primary Industry: Shanxi: Yuncheng,China,Yuncheng,"Annual, ending ""Dec"" of each year",RMB bn,Yuncheng Municipal Bureau of Statistics,Active,293372001 (CAAOTB),SR4392293,,,,1999,2021,22/12/2022,,,13.797,80.032,8.946,0.402,-0.805,0.648,3.226,33.835,14.150,23,3.226,3.409,3.427,3.790,4.350,5.040,5.360,6.010,7.230,8.837,11.473,14.150,16.450,17.699,19.594,19.720,19.250,20.099,21.338,22.571,23.680,26.793,33.835,
CN: GDP: Primary Industry: Shanxi: Xinzhou,China,Xinzhou,"Annual, ending ""Dec"" of each year",RMB bn,Xinzhou Municipal Bureau of Statistics,Active,293372101 (CAAOTC),SR4392428,,,,1999,2022,09/02/2023,,,4.992,9.618,3.101,0.779,0.224,0.621,1.337,12.280,5.206,24,1.337,1.710,1.395,1.770,1.940,2.080,2.150,2.210,2.530,3.407,4.258,4.922,5.489,5.722,6.339,6.500,6.370,6.330,6.541,6.963,7.408,8.422,11.736,12.280
CN: GDP: Primary Industry: Shanxi: Linfen,China,Linfen,"Annual, ending ""Dec"" of each year",RMB bn,Linfen Municipal Bureau of Statistics,Active,293372201 (CAAOTD),SR4392449,,,,1999,2022,01/02/2023,,,6.885,16.084,4.011,0.608,-0.330,0.582,2.232,15.800,7.070,24,2.460,2.232,2.339,2.530,2.700,3.340,3.050,3.400,3.860,3.856,5.554,6.658,7.483,8.104,8.722,9.490,9.100,9.595,9.492,9.380,9.642,11.338,15.119,15.800
CN: GDP: Primary Industry: Shanxi: Lvliang,China,Lvliang,"Annual, ending ""Dec"" of each year",RMB bn,Lvliang Municipal Bureau of Statistics,Active,293372301 (CAAOTE),SR4392208,,,,1999,2022,08/02/2023,,,4.497,7.551,2.748,0.744,0.063,0.611,1.126,10.780,4.597,24,1.295,1.572,1.126,1.820,1.770,2.110,1.960,1.970,2.550,2.655,3.775,4.370,4.824,5.497,6.473,6.830,5.350,5.367,5.688,5.949,6.244,7.484,10.475,10.780
CN: GDP: Primary Industry: Inner Mongolia: Hohhot,China,Hohhot,"Annual, ending ""Dec"" of each year",RMB bn,Hohhot Municipal Bureau of Statistics,Active,293372401 (CAAOTF),SR4392455,,,,1999,2021,30/01/2022,,,8.337,16.190,4.024,-0.233,-1.584,0.483,2.284,13.710,9.133,23,2.284,2.511,2.524,3.550,3.670,4.220,4.720,5.220,6.210,7.516,7.809,9.133,10.944,12.052,13.472,12.546,12.620,11.349,10.774,10.840,11.421,12.646,13.710,
CN: GDP: Primary Industry: Inner Mongolia: Baotou,China,Baotou,"Annual, ending ""Dec"" of each year",RMB bn,Baotou Municipal Bureau of Statistics,Active,293372501 (CAAOTG),SR4392244,,,,1999,2022,29/01/2023,,,6.711,13.109,3.621,-0.023,-1.444,0.540,1.833,13.280,7.332,24,1.833,1.914,1.868,2.250,2.370,2.920,3.100,3.510,4.520,5.208,5.534,6.648,8.017,8.975,9.865,10.070,10.110,9.504,8.810,9.151,9.640,10.523,11.440,13.280
CN: GDP: Primary Industry: Inner Mongolia: Wuhai,China,Wuhai,"Annual, ending ""Dec"" of each year",RMB bn,Wuhai Municipal Bureau of Statistics,Active,293372601 (CAAOTH),SR4392377,,,,1999,2021,21/12/2022,,,0.348,0.030,0.175,-0.009,-1.515,0.501,0.109,0.650,0.371,23,0.109,0.118,0.126,0.130,0.160,0.170,0.190,0.200,0.230,0.276,0.311,0.371,0.436,0.486,0.505,0.474,0.474,0.488,0.496,0.496,0.519,0.597,0.650,
CN: GDP: Primary Industry: Inner Mongolia: Chifeng,China,Chifeng,"Annual, ending ""Dec"" of each year",RMB bn,Chifeng Municipal Bureau of Statistics,Active,293372701 (CAAOTI),SR4392338,,,,1999,2022,08/02/2023,,,19.843,143.520,11.980,0.293,-1.020,0.604,4.516,45.040,19.406,24,5.134,4.516,5.095,5.830,6.360,7.510,9.220,9.890,12.140,14.355,14.894,17.737,21.074,23.754,26.093,27.439,27.696,29.241,28.060,30.531,32.375,34.644,37.600,45.040
CN: GDP: Primary Industry: Inner Mongolia: Tongliao,China,Tongliao,"Annual, ending ""Dec"" of each year",RMB bn,Tongliao Municipal Bureau of Statistics,Active,293372801 (CAAOTJ),SR4392352,,,,1999,2021,21/12/2022,,,18.028,87.453,9.352,0.019,-1.644,0.519,5.879,33.330,17.826,23,6.186,5.879,6.472,6.910,7.700,7.700,8.910,9.780,12.500,14.490,15.005,17.826,20.864,23.288,25.744,26.761,26.968,26.264,26.296,27.050,28.248,30.462,33.330,
CN: GDP: Primary Industry: Inner Mongolia: Erdos,China,Erdos,"Annual, ending ""Dec"" of each year",RMB bn,Erdos Municipal Bureau of Statistics,Active,293372901 (CAAOTK),SR4392266,,,,2002,2021,30/01/2022,,,8.151,13.482,3.672,0.112,-1.171,0.450,2.810,14.840,8.665,20,,,,2.810,3.310,3.640,4.060,4.310,4.780,5.765,6.061,7.081,8.316,9.014,9.569,9.960,9.900,10.760,11.127,11.780,12.366,13.566,14.840,
CN: GDP: Primary Industry: Inner Mongolia: Hulunbeier,China,Hulunbeier,"Annual, ending ""Dec"" of each year",RMB bn,Hulunbeier Municipal Bureau of Statistics,Active,293373001 (CAAOTL),SR4391879,,,,1999,2021,30/01/2022,,,17.314,98.492,9.924,-0.151,-1.572,0.573,2.437,32.710,18.239,23,4.073,4.345,2.437,4.510,4.980,7.180,8.860,9.740,12.340,14.401,15.469,18.239,21.460,23.914,25.968,27.568,26.366,24.843,24.945,26.910,27.907,29.057,32.710,
CN: GDP: Primary Industry: Inner Mongolia: Bayannaoer,China,Bayannaoer,"Annual, ending ""Dec"" of each year",RMB bn,Bayannaoer Municipal Bureau of Statistics,Active,293373101 (CAAOTM),SR4392228,,,,1999,2021,21/12/2022,,,12.019,39.357,6.274,0.303,-1.102,0.522,4.321,24.490,11.906,23,4.321,4.333,4.590,4.700,5.340,5.460,6.570,7.230,7.550,9.266,9.936,11.906,13.838,15.119,15.998,16.850,16.560,15.814,15.890,18.430,20.102,22.145,24.490,
CN: GDP: Primary Industry: Inner Mongolia: Wulanchabu,China,Wulanchabu,"Annual, ending ""Dec"" of each year",RMB bn,Wulanchabu Municipal Bureau of Statistics,Active,293373201 (CAAOTN),SR4391730,,,,1999,2021,20/01/2022,,,9.103,17.106,4.136,-0.220,-1.565,0.454,2.198,14.920,9.396,23,3.191,3.585,2.198,4.100,4.710,5.320,5.530,6.440,6.200,8.227,7.819,9.396,11.169,12.152,13.098,13.528,13.239,12.792,12.909,12.156,12.855,13.824,14.920,
