Province,Country,Type,Amount,Unit,ID,Source,year,value,Province.Code
Yunnan,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543435,Ministry of Finance,2017,1820.1,530000
Yunnan,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543435,Ministry of Finance,2018,2065.14,530000
Yunnan,China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0160073,Yunnan Provincial Department of Finance,2010,0,530000
Yunnan,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543435,Ministry of Finance,2015,1205.6,530000
Yunnan,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543435,Ministry of Finance,2016,1331.6,530000
Yunnan,China,Revenue of Local Government Funds,Total,CNY 10k,M0065699,Yunnan Provincial Bureau of Statistics,2022,6208153,530000
Yunnan,China,Revenue of Local Government Funds,Total,CNY 10k,M0065699,Yunnan Provincial Bureau of Statistics,2014,7117387,530000
Yunnan,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543435,Ministry of Finance,2019,0,530000
Yunnan,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543435,Ministry of Finance,2020,0,530000
Yunnan,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543435,Ministry of Finance,2021,2865.18,530000
Yunnan,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543435,Ministry of Finance,2012,0,530000
Yunnan,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543435,Ministry of Finance,2013,0,530000
Yunnan,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543435,Ministry of Finance,2014,0,530000
Yunnan,China,Revenue of Local Government Funds,Total,CNY 10k,M0065699,Yunnan Provincial Bureau of Statistics,2020,15584628,530000
Yunnan,China,Revenue of Local Government Funds,Total,CNY 10k,M0065699,Yunnan Provincial Bureau of Statistics,2021,10139953,530000
Yunnan,China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0160073,Yunnan Provincial Department of Finance,2008,0,530000
Yunnan,China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0160073,Yunnan Provincial Department of Finance,2011,0,530000
Yunnan,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543435,Ministry of Finance,2006,0,530000
Yunnan,China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0160073,Yunnan Provincial Department of Finance,2012,139336,530000
Yunnan,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543435,Ministry of Finance,2022,0,530000
Yunnan,China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0160073,Yunnan Provincial Department of Finance,2014,89429,530000
Yunnan,China,Revenue of Local Government Funds,Total,CNY 10k,M0065699,Yunnan Provincial Bureau of Statistics,2015,4021747,530000
Yunnan,China,Revenue of Local Government Funds,Total,CNY 10k,M0065699,Yunnan Provincial Bureau of Statistics,2016,4318979,530000
Yunnan,China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0160073,Yunnan Provincial Department of Finance,2017,0,530000
Yunnan,China,Revenue of Local Government Funds,Total,CNY 10k,M0065699,Yunnan Provincial Bureau of Statistics,2017,7318971,530000
Yunnan,China,Revenue of Local Government Funds,Total,CNY 10k,M0065699,Yunnan Provincial Bureau of Statistics,2018,12873030,530000
Yunnan,China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0160073,Yunnan Provincial Department of Finance,2020,-20420,530000
Yunnan,China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0160073,Yunnan Provincial Department of Finance,2021,0,530000
Yunnan,China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0160073,Yunnan Provincial Department of Finance,2022,0,530000
Yunnan,China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0160073,Yunnan Provincial Department of Finance,2009,0,530000
Yunnan,China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0160073,Yunnan Provincial Department of Finance,2015,107516,530000
Yunnan,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543435,Ministry of Finance,2007,0,530000
Yunnan,China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0160073,Yunnan Provincial Department of Finance,2013,107921,530000
Yunnan,China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0160073,Yunnan Provincial Department of Finance,2018,0,530000
Yunnan,China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0160073,Yunnan Provincial Department of Finance,2019,24737,530000
Yunnan,China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0160073,Yunnan Provincial Department of Finance,2016,85221,530000
Yunnan,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543435,Ministry of Finance,2011,0,530000
Yunnan,China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0160073,Yunnan Provincial Department of Finance,2007,0,530000
Yunnan,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543435,Ministry of Finance,2008,0,530000
Yunnan,China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0160073,Yunnan Provincial Department of Finance,2006,0,530000
Yunnan,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543435,Ministry of Finance,2010,0,530000
Yunnan,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M5543435,Ministry of Finance,2009,0,530000
Zhejiang,China,Revenue of Local Government Funds,Total,CNY 10k,M0159363,Zhejiang Provincial Department of Finance,2010,0,330000
Zhejiang,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159365,Zhejiang Provincial Department of Finance,2017,0,330000
Zhejiang,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159365,Zhejiang Provincial Department of Finance,2018,0,330000
Zhejiang,China,Revenue of Local Government Funds,Total,CNY 10k,M0159363,Zhejiang Provincial Department of Finance,2012,25831696,330000
Zhejiang,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159365,Zhejiang Provincial Department of Finance,2022,0,330000
Zhejiang,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159365,Zhejiang Provincial Department of Finance,2006,0,330000
Zhejiang,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159365,Zhejiang Provincial Department of Finance,2019,0,330000
Zhejiang,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159365,Zhejiang Provincial Department of Finance,2016,0,330000
Zhejiang,China,Revenue of Local Government Funds,Total,CNY 10k,M0159363,Zhejiang Provincial Department of Finance,2006,0,330000
Zhejiang,China,Revenue of Local Government Funds,Total,CNY 10k,M0159363,Zhejiang Provincial Department of Finance,2009,0,330000
Zhejiang,China,Revenue of Local Government Funds,Total,CNY 10k,M0159363,Zhejiang Provincial Department of Finance,2007,0,330000
Zhejiang,China,Revenue of Local Government Funds,Total,CNY 10k,M0159363,Zhejiang Provincial Department of Finance,2008,0,330000
Zhejiang,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6095048,Ministry of Finance,2007,0,330000
Zhejiang,China,Revenue of Local Government Funds,Total,CNY 10k,M0159363,Zhejiang Provincial Department of Finance,2011,0,330000
Zhejiang,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6095048,Ministry of Finance,2009,0,330000
Zhejiang,China,Revenue of Local Government Funds,Total,CNY 10k,M0159363,Zhejiang Provincial Department of Finance,2013,44406400,330000
Zhejiang,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159365,Zhejiang Provincial Department of Finance,2021,0,330000
Zhejiang,China,Revenue of Local Government Funds,Total,CNY 10k,M0159363,Zhejiang Provincial Department of Finance,2016,39300600,330000
Zhejiang,China,Revenue of Local Government Funds,Total,CNY 10k,M0159363,Zhejiang Provincial Department of Finance,2017,65930000,330000
Zhejiang,China,Revenue of Local Government Funds,Total,CNY 10k,M0159363,Zhejiang Provincial Department of Finance,2018,87365600,330000
Zhejiang,China,Revenue of Local Government Funds,Total,CNY 10k,M0159363,Zhejiang Provincial Department of Finance,2019,106078200,330000
Zhejiang,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6095048,Ministry of Finance,2014,0,330000
Zhejiang,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6095048,Ministry of Finance,2015,0,330000
Zhejiang,China,Revenue of Local Government Funds,Total,CNY 10k,M0159363,Zhejiang Provincial Department of Finance,2022,100689728,330000
Zhejiang,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6095048,Ministry of Finance,2006,0,330000
Zhejiang,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6095048,Ministry of Finance,2018,370.22999999999996,330000
Zhejiang,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6095048,Ministry of Finance,2008,0,330000
Zhejiang,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6095048,Ministry of Finance,2020,1057.84,330000
Zhejiang,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6095048,Ministry of Finance,2010,0,330000
Zhejiang,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6095048,Ministry of Finance,2011,0,330000
Zhejiang,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6095048,Ministry of Finance,2012,0,330000
Zhejiang,China,Revenue of Local Government Funds,Total,CNY 10k,M0159363,Zhejiang Provincial Department of Finance,2014,42720200,330000
Zhejiang,China,Revenue of Local Government Funds,Total,CNY 10k,M0159363,Zhejiang Provincial Department of Finance,2015,25749200,330000
Zhejiang,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6095048,Ministry of Finance,2013,0,330000
Zhejiang,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159365,Zhejiang Provincial Department of Finance,2007,0,330000
Zhejiang,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159365,Zhejiang Provincial Department of Finance,2008,0,330000
Zhejiang,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6095048,Ministry of Finance,2016,171.5,330000
Zhejiang,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6095048,Ministry of Finance,2017,277,330000
Zhejiang,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159365,Zhejiang Provincial Department of Finance,2011,0,330000
Zhejiang,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6095048,Ministry of Finance,2019,574.73,330000
Zhejiang,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159365,Zhejiang Provincial Department of Finance,2014,0,330000
Zhejiang,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6095048,Ministry of Finance,2021,1190.24,330000
Zhejiang,China,Same Level,Statutory Limits on Local Government Debt,CNY 100mn,M6095048,Ministry of Finance,2022,456.91999999999996,330000
Zhejiang,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159365,Zhejiang Provincial Department of Finance,2020,0,330000
Zhejiang,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159365,Zhejiang Provincial Department of Finance,2012,358234,330000
Zhejiang,China,Revenue of Local Government Funds,Total,CNY 10k,M0159363,Zhejiang Provincial Department of Finance,2020,113533536,330000
Zhejiang,China,Revenue of Local Government Funds,Total,CNY 10k,M0159363,Zhejiang Provincial Department of Finance,2021,116472806,330000
Zhejiang,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159365,Zhejiang Provincial Department of Finance,2010,0,330000
Zhejiang,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159365,Zhejiang Provincial Department of Finance,2015,0,330000
Zhejiang,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159365,Zhejiang Provincial Department of Finance,2013,0,330000
Zhejiang,(DC) China,Revenue of Local Government Funds,Compensable Payment for Newly Used Land,CNY 10k,M0159365,Zhejiang Provincial Department of Finance,2009,0,330000
